time.s,ENV.pressure.Pa,ENV.temperature.K,ENV.air_density.kg,USER.usr_DMS_OH,USER.usr_CO_OH,SURF.usr_NC4CH2OH_aer,SURF.usr_NTERPOOH_aer,SURF.usr_TERPNIT_aer,SURF.usr_NC4CHO_aer,SURF.usr_HONITR_aer,SURF.usr_N2O5_aer,SURF.usr_ONITR_aer,SURF.usr_GLYOXAL_aer,SURF.usr_ISOPNITB_aer,SURF.usr_ISOPNITA_aer,SURF.usr_NO3_aer,SURF.usr_HO2_aer,SURF.usr_NO2_aer,PHOTO.jpooh,PHOTO.jpan,PHOTO.jo3p,PHOTO.jo1d,PHOTO.jo2,PHOTO.jr4n2,PHOTO.jno3,PHOTO.jno2,PHOTO.jno,PHOTO.jn2o5,PHOTO.jn2o,PHOTO.jmvk,PHOTO.jmpan,PHOTO.jmgly,PHOTO.jmacr_b,PHOTO.jmacr_a,PHOTO.jisopooh,PHOTO.jhyac,PHOTO.jhocl,PHOTO.jhobr,PHOTO.jho2no2_b,PHOTO.jhno3,CONC.jh2o,CONC.jh2o2,PHOTO.jglyoxal,PHOTO.jglyald,PHOTO.jclono2,PHOTO.jcl2o2,PHOTO.jcl2,PHOTO.jch3ooh,PHOTO.jch3co3h,PHOTO.jch3cho,PHOTO.jch2o_b,PHOTO.jch2o_a,PHOTO.jc3h7ooh,PHOTO.jc2h5ooh,PHOTO.jbrono2,PHOTO.jbro,PHOTO.jbrcl,PHOTO.jisopnb,PHOTO.jacet,CONC.NH3,CONC.C3H7OOH,CONC.CH3CHO,CONC.CO,CONC.O3,CONC.OH,CONC.NO3,CONC.N2O,CONC.MACR,CONC.ISOP,CONC.H2,CONC.HO2,CONC.GLYALD,CONC.ISOPOOH,CONC.MPAN,CONC.GLYOXAL,CONC.CH3OOH,CONC.CH3OH,CONC.CH2O,CONC.C3H6,CONC.C3H8,CONC.C2H6,CONC.C2H5OOH,CONC.H2O2,CONC.C4H10,CONC.HCL,CONC.C2H5OH,CONC.DMS,CONC.O1D,CONC.O,CONC.CH3COCH3,CONC.CH3COCHO,CONC.C2H4,CONC.HOCL,CONC.HOBR,CONC.HBR,CONC.CLONO2,CONC.CLO,CONC.CL2O2,CONC.CL2,CONC.CL,CONC.BRONO2,CONC.BRO,CONC.BRCL,CONC.BR,CONC.NO,CONC.NO2,CONC.HYAC,CONC.CH3CO3,CONC.CH4,CONC.SO2,CONC.CH3COOOH,CONC.HNO3,CONC.N2O5,CONC.C10H16,CONC.MEK,CONC.H,CONC.MACROOH,CONC.MVK,CONC.PAN,CONC.N2,CONC.O2
1000,1013.199,287.45,42.3934005,3.48e-12,88900.0,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,2.82e-08,5.95e-06,9.69e-07,0.000449,5.13e-05,1.4e-28,3.47e-05,0.2114,0.0101,0.0,5.54e-05,9.25e-25,5.2e-06,9.69e-07,0.00014,2.77e-06,2.77e-06,5.95e-06,2.47e-06,0.000304,0.00237,1.72e-05,8.54e-07,8.96e-11,0.000798,0.00014,6.18e-06,4.59e-05,0.00198,0.00252,5.95e-06,2.23e-06,7.18e-06,4.92e-05,3.47e-05,5.95e-06,5.95e-06,0.00127,0.0407,0.0112,5.95e-06,1.25e-06,7.59e-08,7.87e-11,2.51e-08,3.25e-06,2.49e-06,2.52e-11,9.32e-12,1.27e-05,1.06e-08,1.23e-08,1.93e-05,1.69e-09,4.58e-08,4.68e-09,3.11e-09,1.25e-08,1.69e-08,2.74e-07,2.44e-07,2.42e-09,9.7e-09,2.93e-08,7.99e-11,7.36e-08,1.9e-08,8.17e-10,2.75e-08,1.74e-10,1.53e-19,2.85e-14,7.37e-08,1.95e-08,2.51e-08,2.11e-12,1.65e-12,4.48e-11,4.09e-11,8.06e-14,1.8899999999999997e-23,1.01e-16,1.07e-15,1.22e-11,1.95e-13,9.18e-19,3.67e-14,1.4699999999999998e-07,6.37e-07,4.88e-08,8.32e-11,7.03e-05,6.15e-08,7.19e-09,1.04e-07,1e-11,1.09e-09,1.04e-08,9.67e-18,1.21e-09,2.61e-08,4.25e-08,33.1007671,8.90261411
